Hugo_Symbol,project_id,altered,total,Missense_Mutation,Frame_Shift_Del,Nonsense_Mutation,Splice_Site,In_Frame_Del,Frame_Shift_Ins,Translation_Start_Site,Nonstop_Mutation,In_Frame_Ins,log_difference,GO_Cellular_Component
HRASLS2,TCGA-BRCA,3,3,1,2,0,0,0,0,0,0,0,1.38629436111989,NA
HRASLS5,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,NA
HRC,TCGA-BRCA,9,9,8,0,1,0,0,0,0,0,0,2.30258509299405,GO:0016529: sarcoplasmic reticulum | GO:0033018: sarcoplasmic reticulum lumen
HRCT1,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0016020: membrane
HRG,TCGA-BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325,GO:0005576: extracellular region | GO:0005576: extracellular region
HRH1,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,GO:0016020: membrane | GO:0005886: plasma membrane
HRH2,TCGA-BRCA,4,4,3,0,1,0,0,0,0,0,0,1.6094379124341,GO:0016020: membrane | GO:0005886: plasma membrane
HRH3,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,GO:0016020: membrane | GO:0005886: plasma membrane
HRH4,TCGA-BRCA,4,4,3,1,0,0,0,0,0,0,0,1.6094379124341,GO:0016020: membrane | GO:0005886: plasma membrane
HRNR,TCGA-BRCA,24,25,20,0,4,0,0,0,0,0,0,3.35299565090438,GO:0005737: cytoplasm | GO:0048471: perinuclear region of cytoplasm
HRSP12,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,NA
HS1BP3,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005783: endoplasmic reticulum | GO:0005739: mitochondrion
HS2ST1,TCGA-BRCA,4,4,3,0,0,1,0,0,0,0,0,1.6094379124341,GO:0016020: membrane | GO:0005794: Golgi apparatus
HS3ST1,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005794: Golgi apparatus | GO:0005796: Golgi lumen
HS3ST2,TCGA-BRCA,5,5,4,0,1,0,0,0,0,0,0,1.79175946922805,GO:0016020: membrane | GO:0005794: Golgi apparatus
HS3ST3A1,TCGA-BRCA,2,2,1,0,0,0,0,1,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005794: Golgi apparatus
HS3ST4,TCGA-BRCA,5,5,4,0,1,0,0,0,0,0,0,1.79175946922805,GO:0016020: membrane | GO:0005794: Golgi apparatus
HS3ST5,TCGA-BRCA,7,7,6,1,0,0,0,0,0,0,0,2.07944154167984,GO:0016020: membrane | GO:0005794: Golgi apparatus
HS6ST1,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005794: Golgi apparatus
HS6ST2,TCGA-BRCA,8,8,7,1,0,0,0,0,0,0,0,2.19722457733622,GO:0016020: membrane | GO:0005794: Golgi apparatus
HS6ST3,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:0005794: Golgi apparatus
HSBP1,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:1904115: axon cytoplasm
HSBP1L1,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,NA
HSCB,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm | GO:0005737: cytoplasm
HSD11B1,TCGA-BRCA,5,5,4,1,0,0,0,0,0,0,0,1.79175946922805,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
HSD17B10,TCGA-BRCA,2,2,1,0,0,0,0,0,0,1,0,1.09861228866811,GO:0005739: mitochondrion | GO:0042645: mitochondrial nucleoid
HSD17B11,TCGA-BRCA,1,1,0,0,1,0,0,0,0,0,0,0.693147180559945,GO:0005783: endoplasmic reticulum | GO:0005811: lipid droplet
HSD17B12,TCGA-BRCA,1,1,0,1,0,0,0,0,0,0,0,0.693147180559945,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
HSD17B13,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005737: cytoplasm | GO:0005783: endoplasmic reticulum
HSD17B2,TCGA-BRCA,4,4,3,1,0,0,0,0,0,0,0,1.6094379124341,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
HSD17B3,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005783: endoplasmic reticulum | GO:0005783: endoplasmic reticulum
HSD17B4,TCGA-BRCA,8,8,7,1,0,0,0,0,0,0,0,2.19722457733622,GO:0005777: peroxisome | GO:0005777: peroxisome
HSD17B6,TCGA-BRCA,2,2,1,0,1,0,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
HSD17B7,TCGA-BRCA,3,3,1,2,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
HSD17B8,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005739: mitochondrion | GO:0005759: mitochondrial matrix
HSD3B1,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
HSD3B2,TCGA-BRCA,6,6,6,0,0,0,0,0,0,0,0,1.94591014905531,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
HSD3B7,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
HSDL2,TCGA-BRCA,5,5,3,0,2,0,0,0,0,0,0,1.79175946922805,GO:0005739: mitochondrion | GO:0005777: peroxisome
HSF1,TCGA-BRCA,5,5,4,1,0,0,0,0,0,0,0,1.79175946922805,GO:0005634: nucleus | GO:0005634: nucleus
HSF2,TCGA-BRCA,2,2,0,1,1,0,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0005737: cytoplasm
HSF2BP,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm | GO:0005829: cytosol
HSF4,TCGA-BRCA,2,2,1,1,0,0,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0016607: nuclear speck
HSF5,TCGA-BRCA,4,4,2,0,2,0,0,0,0,0,0,1.6094379124341,GO:0005634: nucleus | GO:0001741: XY body
HSP90AA1,TCGA-BRCA,6,6,5,0,0,0,1,0,0,0,0,1.94591014905531,GO:0005634: nucleus | GO:0005737: cytoplasm
HSP90AB1,TCGA-BRCA,8,8,4,2,1,0,1,0,0,0,0,2.19722457733622,GO:0005634: nucleus | GO:0005634: nucleus
HSP90B1,TCGA-BRCA,4,4,2,0,1,1,0,0,0,0,0,1.6094379124341,GO:0042470: melanosome | GO:0016529: sarcoplasmic reticulum
HSPA12A,TCGA-BRCA,9,9,7,1,0,1,0,0,0,0,0,2.30258509299405,GO:0005634: nucleus | GO:0005737: cytoplasm
HSPA12B,TCGA-BRCA,2,2,1,0,1,0,0,0,0,0,0,1.09861228866811,NA
HSPA13,TCGA-BRCA,3,3,1,1,0,1,0,0,0,0,0,1.38629436111989,GO:0043231: intracellular membrane-bounded organelle | GO:0005783: endoplasmic reticulum
HSPA14,TCGA-BRCA,5,5,4,0,1,0,0,0,0,0,0,1.79175946922805,GO:0005737: cytoplasm | GO:0005840: ribosome
HSPA1B,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005737: cytoplasm
HSPA1L,TCGA-BRCA,3,4,2,1,0,0,0,0,0,0,0,1.84839248149319,GO:0008180: COP9 signalosome | GO:0005829: cytosol
HSPA2,TCGA-BRCA,6,6,5,1,0,0,0,0,0,0,0,1.94591014905531,GO:0005737: cytoplasm | GO:0005856: cytoskeleton
HSPA4,TCGA-BRCA,7,8,7,0,0,0,0,0,0,0,0,2.37650461906267,GO:0005737: cytoplasm | GO:0005829: cytosol
HSPA4L,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0005737: cytoplasm
HSPA5,TCGA-BRCA,7,7,6,1,0,0,0,0,0,0,0,2.07944154167984,GO:0005634: nucleus | GO:0005737: cytoplasm
HSPA6,TCGA-BRCA,3,3,2,1,0,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm | GO:0005634: nucleus
HSPA8,TCGA-BRCA,8,8,5,0,0,0,3,0,0,0,0,2.19722457733622,GO:0005634: nucleus | GO:0005634: nucleus
HSPA9,TCGA-BRCA,7,7,4,1,1,1,0,0,0,0,0,2.07944154167984,GO:0005739: mitochondrion | GO:0005634: nucleus
HSPB11,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,NA
HSPB3,TCGA-BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115,GO:0005634: nucleus | GO:0005634: nucleus
HSPB6,TCGA-BRCA,1,1,0,1,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005634: nucleus
HSPB8,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005634: nucleus
HSPBAP1,TCGA-BRCA,8,9,5,1,2,0,0,0,0,0,0,2.47187764950325,GO:0005737: cytoplasm
HSPD1,TCGA-BRCA,9,9,6,2,0,0,0,1,0,0,0,2.30258509299405,GO:0005615: extracellular space | GO:0005737: cytoplasm
HSPE1-MOB4,TCGA-BRCA,2,2,1,0,1,0,0,0,0,0,0,1.09861228866811,GO:0032580: Golgi cisterna membrane
HSPG2,TCGA-BRCA,17,17,14,2,1,0,0,0,0,0,0,2.89037175789616,GO:0005576: extracellular region | GO:0005886: plasma membrane
HSPH1,TCGA-BRCA,5,5,5,0,0,0,0,0,0,0,0,1.79175946922805,GO:0005737: cytoplasm | GO:0005737: cytoplasm
HTATIP2,TCGA-BRCA,2,2,1,0,1,0,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0005737: cytoplasm
HTATSF1,TCGA-BRCA,15,17,14,1,0,0,0,0,0,0,0,3.14226721853842,GO:0005654: nucleoplasm | GO:0005634: nucleus
HTR1A,TCGA-BRCA,5,5,4,1,0,0,0,0,0,0,0,1.79175946922805,GO:0016020: membrane | GO:0005886: plasma membrane
HTR1B,TCGA-BRCA,3,3,2,1,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:0005886: plasma membrane
HTR1D,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005886: plasma membrane
HTR1E,TCGA-BRCA,4,4,3,1,0,0,0,0,0,0,0,1.6094379124341,GO:0016020: membrane | GO:0005886: plasma membrane
HTR1F,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005886: plasma membrane
HTR2A,TCGA-BRCA,5,5,4,0,1,0,0,0,0,0,0,1.79175946922805,GO:0016020: membrane | GO:0005886: plasma membrane
HTR2C,TCGA-BRCA,5,5,5,0,0,0,0,0,0,0,0,1.79175946922805,GO:0016020: membrane | GO:0005886: plasma membrane
HTR3A,TCGA-BRCA,3,3,1,1,0,0,0,0,0,1,0,1.38629436111989,GO:0016020: membrane | GO:0045211: postsynaptic membrane
HTR3C,TCGA-BRCA,2,2,1,1,0,0,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005886: plasma membrane
HTR3D,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:1904602: serotonin-activated cation-selective channel complex
HTR3E,TCGA-BRCA,5,5,4,1,0,0,0,0,0,0,0,1.79175946922805,GO:0016020: membrane | GO:0005886: plasma membrane
HTR4,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0016020: membrane | GO:0005886: plasma membrane
HTR5A,TCGA-BRCA,5,6,2,2,0,0,1,0,0,0,0,2.15011136307367,GO:0016020: membrane | GO:0005886: plasma membrane
HTR5A-AS1,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,NA
HTRA1,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,GO:0005576: extracellular region | GO:0005737: cytoplasm
HTRA3,TCGA-BRCA,1,1,0,0,1,0,0,0,0,0,0,0.693147180559945,GO:0005576: extracellular region
HTRA4,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005576: extracellular region
HTT,TCGA-BRCA,20,20,19,0,1,0,0,0,0,0,0,3.04452243772342,GO:0005634: nucleus | GO:0005737: cytoplasm
HUNK,TCGA-BRCA,5,5,4,0,1,0,0,0,0,0,0,1.79175946922805,NA
HUS1,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005730: nucleolus | GO:0030896: checkpoint clamp complex
HUS1B,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005730: nucleolus | GO:0030896: checkpoint clamp complex
HUWE1,TCGA-BRCA,39,46,34,3,2,0,0,0,0,0,0,4.35098602280105,GO:0005634: nucleus | GO:0005737: cytoplasm
HVCN1,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:0005886: plasma membrane
HYAL1,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005737: cytoplasm | GO:0005576: extracellular region
HYAL2,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,GO:0005737: cytoplasm | GO:0005886: plasma membrane
HYAL3,TCGA-BRCA,2,2,1,0,1,0,0,0,0,0,0,1.09861228866811,GO:0005576: extracellular region | GO:0005886: plasma membrane
HYAL4,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0009986: cell surface
HYDIN,TCGA-BRCA,32,34,26,1,3,1,0,1,0,0,0,3.71503928405814,GO:0005737: cytoplasm | GO:0042995: cell projection
HYKK,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005737: cytoplasm | GO:0005759: mitochondrial matrix
HYLS1,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm | GO:0042995: cell projection
HYOU1,TCGA-BRCA,9,9,9,0,0,0,0,0,0,0,0,2.30258509299405,GO:0005783: endoplasmic reticulum | GO:0005788: endoplasmic reticulum lumen
IAH1,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,NA
IAPP,TCGA-BRCA,3,3,1,0,0,0,0,0,0,2,0,1.38629436111989,GO:0005576: extracellular region | GO:0005576: extracellular region
IARS,TCGA-BRCA,13,14,9,1,1,1,0,1,0,0,0,2.84206173958566,NA
IARS2,TCGA-BRCA,6,7,4,0,1,1,0,0,0,0,0,2.2702285072312,GO:0005739: mitochondrion | GO:0005759: mitochondrial matrix
IBSP,TCGA-BRCA,6,6,3,0,2,0,0,1,0,0,0,1.94591014905531,GO:0005576: extracellular region | GO:0005576: extracellular region
IBTK,TCGA-BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325,GO:0005634: nucleus | GO:0005737: cytoplasm
ICA1,TCGA-BRCA,4,4,1,3,0,0,0,0,0,0,0,1.6094379124341,GO:0005737: cytoplasm | GO:0016020: membrane
ICA1L,TCGA-BRCA,5,5,4,0,0,1,0,0,0,0,0,1.79175946922805,GO:0005737: cytoplasm | GO:0043231: intracellular membrane-bounded organelle
ICAM1,TCGA-BRCA,6,6,5,1,0,0,0,0,0,0,0,1.94591014905531,GO:0016020: membrane | GO:0005615: extracellular space
ICAM3,TCGA-BRCA,2,3,1,1,0,0,0,0,0,0,0,1.64791843300216,GO:0016020: membrane | GO:0005886: plasma membrane
ICAM4,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0016020: membrane | GO:0005576: extracellular region
ICAM5,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0016020: membrane | GO:0005886: plasma membrane
ICK,TCGA-BRCA,6,6,5,0,1,0,0,0,0,0,0,1.94591014905531,NA
ICMT,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
ICOS,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005576: extracellular region | GO:0005886: plasma membrane
ICOSLG,TCGA-BRCA,4,4,3,0,1,0,0,0,0,0,0,1.6094379124341,GO:0016020: membrane | GO:0005886: plasma membrane
ID1,TCGA-BRCA,2,2,1,0,0,1,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm | GO:0005634: nucleus
ID2,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005737: cytoplasm | GO:0005634: nucleus
IDE,TCGA-BRCA,8,8,6,1,1,0,0,0,0,0,0,2.19722457733622,GO:0005634: nucleus | GO:0005737: cytoplasm
IDH1,TCGA-BRCA,7,9,7,0,0,0,0,0,0,0,0,2.6735676964455,GO:0005737: cytoplasm | GO:0005739: mitochondrion
IDH3A,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005739: mitochondrion | GO:0005739: mitochondrion
IDH3B,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005739: mitochondrion | GO:0005739: mitochondrion
IDH3G,TCGA-BRCA,2,2,1,1,0,0,0,0,0,0,0,1.09861228866811,GO:0005739: mitochondrion | GO:0005739: mitochondrion
IDI1,TCGA-BRCA,6,6,5,1,0,0,0,0,0,0,0,1.94591014905531,GO:0005777: peroxisome | GO:0005777: peroxisome
IDI2,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0043231: intracellular membrane-bounded organelle | GO:0005777: peroxisome
IDO1,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm | GO:0005829: cytosol
IDO2,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005829: cytosol | GO:0005737: cytoplasm
IDS,TCGA-BRCA,7,7,5,1,1,0,0,0,0,0,0,2.07944154167984,GO:0005764: lysosome | GO:0005764: lysosome
IDUA,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005764: lysosome | GO:0043202: lysosomal lumen
IER3,TCGA-BRCA,1,1,0,1,0,0,0,0,0,0,0,0.693147180559945,GO:0016020: membrane | GO:0005739: mitochondrion
IER5,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005634: nucleus
IFFO1,TCGA-BRCA,5,5,4,0,1,0,0,0,0,0,0,1.79175946922805,GO:0005882: intermediate filament | GO:0005634: nucleus
IFFO2,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005882: intermediate filament
IFI16,TCGA-BRCA,9,9,7,1,0,1,0,0,0,0,0,2.30258509299405,GO:0005634: nucleus | GO:0005634: nucleus
IFI30,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005576: extracellular region | GO:0005764: lysosome
IFI35,TCGA-BRCA,3,3,1,1,0,1,0,0,0,0,0,1.38629436111989,GO:0005634: nucleus | GO:0005634: nucleus
IFI44,TCGA-BRCA,8,8,5,1,2,0,0,0,0,0,0,2.19722457733622,GO:0005737: cytoplasm
IFI44L,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005737: cytoplasm
IFIH1,TCGA-BRCA,6,6,6,0,0,0,0,0,0,0,0,1.94591014905531,GO:0005737: cytoplasm | GO:0005634: nucleus
IFIT1,TCGA-BRCA,5,5,3,1,0,0,1,0,0,0,0,1.79175946922805,GO:0005737: cytoplasm | GO:0005737: cytoplasm
IFIT1B,TCGA-BRCA,2,2,1,0,1,0,0,0,0,0,0,1.09861228866811,NA
IFIT2,TCGA-BRCA,4,4,3,0,0,0,0,1,0,0,0,1.6094379124341,GO:0005737: cytoplasm | GO:0005737: cytoplasm
IFIT3,TCGA-BRCA,3,3,2,0,1,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm | GO:0005737: cytoplasm
IFIT5,TCGA-BRCA,3,3,2,0,1,0,0,0,0,0,0,1.38629436111989,GO:0005886: plasma membrane | GO:0042995: cell projection
IFITM10,TCGA-BRCA,2,2,0,0,0,1,1,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005886: plasma membrane
IFITM2,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0016020: membrane | GO:0005886: plasma membrane
IFITM3,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005737: cytoplasm
IFITM5,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:0005886: plasma membrane
IFLTD1,TCGA-BRCA,6,7,4,2,0,0,0,0,0,0,0,2.2702285072312,NA
IFNA1,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNA10,TCGA-BRCA,4,4,1,2,1,0,0,0,0,0,0,1.6094379124341,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNA13,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNA14,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNA16,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNA17,TCGA-BRCA,4,5,4,0,0,0,0,0,0,0,0,2.01179739054263,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNA2,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNA21,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNA4,TCGA-BRCA,2,2,1,0,0,0,0,1,0,0,0,1.09861228866811,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNA5,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNA6,TCGA-BRCA,2,2,1,1,0,0,0,0,0,0,0,1.09861228866811,GO:0005576: extracellular region | GO:0005615: extracellular space
IFNA7,TCGA-BRCA,2,2,1,0,1,0,0,0,0,0,0,1.09861228866811,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNA8,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNAR1,TCGA-BRCA,2,2,1,1,0,0,0,0,0,0,0,1.09861228866811,GO:0005886: plasma membrane | GO:0005886: plasma membrane
IFNAR2,TCGA-BRCA,3,3,2,0,1,0,0,0,0,0,0,1.38629436111989,GO:0005576: extracellular region | GO:0005886: plasma membrane
IFNB1,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNE,TCGA-BRCA,3,3,2,0,1,0,0,0,0,0,0,1.38629436111989,GO:0005576: extracellular region | GO:0005615: extracellular space
IFNG,TCGA-BRCA,3,3,2,1,0,0,0,0,0,0,0,1.38629436111989,GO:0005576: extracellular region | GO:0005615: extracellular space
IFNGR1,TCGA-BRCA,4,4,1,0,3,0,0,0,0,0,0,1.6094379124341,GO:0016020: membrane | GO:0005886: plasma membrane
IFNGR2,TCGA-BRCA,2,2,1,1,0,0,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm | GO:0005886: plasma membrane
IFNK,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNL1,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNL2,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005576: extracellular region | GO:0005576: extracellular region
IFNL3,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005576: extracellular region | GO:0005615: extracellular space
IFNLR1,TCGA-BRCA,3,3,1,2,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:0005886: plasma membrane
IFRD1,TCGA-BRCA,4,5,3,1,0,0,0,0,0,0,0,2.01179739054263,GO:0005634: nucleus | GO:0005737: cytoplasm
IFRD2,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,NA
IFRG15,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,NA
IFT122,TCGA-BRCA,10,10,6,3,1,0,0,0,0,0,0,2.39789527279837,GO:0005737: cytoplasm | GO:0005856: cytoskeleton
IFT140,TCGA-BRCA,8,8,7,1,0,0,0,0,0,0,0,2.19722457733622,GO:0005737: cytoplasm | GO:0005856: cytoskeleton
IFT172,TCGA-BRCA,11,11,8,1,1,1,0,0,0,0,0,2.484906649788,GO:0005929: cilium | GO:0005929: cilium
IFT20,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005794: Golgi apparatus | GO:0031514: motile cilium
IFT46,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm | GO:0042995: cell projection
IFT52,TCGA-BRCA,5,5,4,0,1,0,0,0,0,0,0,1.79175946922805,GO:0005929: cilium | GO:0005929: cilium
IFT57,TCGA-BRCA,2,2,1,1,0,0,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm | GO:0005856: cytoskeleton
IFT74,TCGA-BRCA,3,3,2,0,1,0,0,0,0,0,0,1.38629436111989,GO:0030992: intraciliary transport particle B | GO:0005929: cilium
IFT80,TCGA-BRCA,6,6,4,2,0,0,0,0,0,0,0,1.94591014905531,GO:0005737: cytoplasm | GO:0005856: cytoskeleton
IFT81,TCGA-BRCA,4,5,4,0,0,0,0,0,0,0,0,2.01179739054263,GO:0030992: intraciliary transport particle B | GO:0005737: cytoplasm
IFT88,TCGA-BRCA,6,6,6,0,0,0,0,0,0,0,0,1.94591014905531,GO:0005737: cytoplasm | GO:0005856: cytoskeleton
IGBP1,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm
IGDCC3,TCGA-BRCA,8,8,6,1,1,0,0,0,0,0,0,2.19722457733622,GO:0016020: membrane
IGDCC4,TCGA-BRCA,5,5,4,0,1,0,0,0,0,0,0,1.79175946922805,GO:0005886: plasma membrane
IGF1,TCGA-BRCA,2,2,1,1,0,0,0,0,0,0,0,1.09861228866811,GO:0005576: extracellular region | GO:0005615: extracellular space
IGF1R,TCGA-BRCA,14,15,11,3,0,0,0,0,0,0,0,2.9014823583238,GO:0016020: membrane | GO:0005886: plasma membrane
IGF2,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005576: extracellular region | GO:0005615: extracellular space
