"Hugo_Symbol","project_id","altered","total","Missense_Mutation","Frame_Shift_Del","Nonsense_Mutation","Splice_Site","In_Frame_Del","Frame_Shift_Ins","Translation_Start_Site","Nonstop_Mutation","In_Frame_Ins","log_difference"
"CACNG1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CACNG2","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CACNG4","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"CACNG5","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CADM4","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CAMKK1","TCGA-BRCA",3,3,2,0,0,0,1,0,0,0,0,1.38629436111989
"CAP1","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CAP2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CAPG","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CAPN5","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CAPZA3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CARD17","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CARKD","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CARM1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CASD1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CASKIN1","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CASKIN2","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CASP10","TCGA-BRCA",3,3,1,1,0,0,0,0,1,0,0,1.38629436111989
"CASP3","TCGA-BRCA",3,3,1,1,1,0,0,0,0,0,0,1.38629436111989
"CASP6","TCGA-BRCA",3,3,1,1,1,0,0,0,0,0,0,1.38629436111989
"CATSPER1","TCGA-BRCA",3,3,1,2,0,0,0,0,0,0,0,1.38629436111989
"CBS","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CBX3","TCGA-BRCA",3,3,1,2,0,0,0,0,0,0,0,1.38629436111989
"CBX4","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CCDC104","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CCDC105","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"CCDC12","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CCDC125","TCGA-BRCA",3,3,1,1,1,0,0,0,0,0,0,1.38629436111989
"CCDC151","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CCDC157","TCGA-BRCA",3,3,1,2,0,0,0,0,0,0,0,1.38629436111989
"CCDC159","TCGA-BRCA",3,3,2,0,0,0,0,1,0,0,0,1.38629436111989
"CCDC174","TCGA-BRCA",3,3,1,1,1,0,0,0,0,0,0,1.38629436111989
"CCDC23","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CCDC24","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CCDC47","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CCDC53","TCGA-BRCA",3,3,1,1,0,1,0,0,0,0,0,1.38629436111989
"CCDC61","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CCDC74B","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CCDC9","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CCDC92","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CCDC93","TCGA-BRCA",3,3,1,1,1,0,0,0,0,0,0,1.38629436111989
"CCDC97","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CCL23","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CCNA1","TCGA-BRCA",3,3,2,0,0,0,1,0,0,0,0,1.38629436111989
"CCNB1IP1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CCNT2","TCGA-BRCA",1,2,1,0,0,0,0,0,0,0,0,1.38629436111989
"CCRN4L","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CCS","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CCT4","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CCT6A","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"CD207","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CD244","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CD2AP","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CD2BP2","TCGA-BRCA",3,3,1,2,0,0,0,0,0,0,0,1.38629436111989
"CD300LG","TCGA-BRCA",3,3,1,1,1,0,0,0,0,0,0,1.38629436111989
"CD33","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CD47","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CD48","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CD53","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CD69","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CD70","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CD79B","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CD8A","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDAN1","TCGA-BRCA",3,3,1,2,0,0,0,0,0,0,0,1.38629436111989
"CDC123","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CDC14A","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CDC16","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDC20B","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDC23","TCGA-BRCA",3,3,1,1,0,1,0,0,0,0,0,1.38629436111989
"CDC34","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDC40","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDCA7","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDCP2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDH2","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CDH22","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDK1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDK10","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDK6","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDK7","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDRT15","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CDS1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDS2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CDT1","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CDYL2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CEACAM16","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CEACAM3","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CEACAM6","TCGA-BRCA",3,3,1,1,0,1,0,0,0,0,0,1.38629436111989
"CEBPZ","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CECR1","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CELA2A","TCGA-BRCA",3,3,0,1,1,0,0,0,1,0,0,1.38629436111989
"CELF3","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CELF4","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CEMP1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CENPK","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CENPL","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CEP104","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CEP164","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CEP55","TCGA-BRCA",3,3,0,2,0,0,0,1,0,0,0,1.38629436111989
"CEP57","TCGA-BRCA",3,3,2,0,0,0,0,1,0,0,0,1.38629436111989
"CEP76","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CER1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CERS3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CERS4","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CERS6","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CES1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CFDP1","TCGA-BRCA",1,2,1,0,0,0,0,0,0,0,0,1.38629436111989
"CFLAR","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CH17-132F21.1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CHCHD2","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CHCHD3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CHEK1","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CHI3L2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CHIC2","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CHP2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CHPF","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CHRFAM7A","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CHRM3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CHRNA6","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CHRNA9","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CHST7","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CISD3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CKLF","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CLCC1","TCGA-BRCA",3,3,1,1,0,0,1,0,0,0,0,1.38629436111989
"CLDN6","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CLEC18C","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CLEC4A","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CLEC4D","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"CLEC4E","TCGA-BRCA",3,3,1,1,1,0,0,0,0,0,0,1.38629436111989
"CLECL1","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CLIC1","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CLIC6","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CLIP4","TCGA-BRCA",3,3,1,0,1,0,0,1,0,0,0,1.38629436111989
"CLMP","TCGA-BRCA",1,2,0,1,0,0,0,0,0,0,0,1.38629436111989
"CLPTM1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CLRN2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CLUAP1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CNOT11","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CNOT6L","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CNP","TCGA-BRCA",3,3,1,1,0,0,1,0,0,0,0,1.38629436111989
"CNPY1","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CNPY2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CNPY3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CNR1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CNTFR","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"COCH","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"COL9A2","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"COLGALT2","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"COMMD10","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"COMMD2","TCGA-BRCA",3,3,1,0,1,0,1,0,0,0,0,1.38629436111989
"COMMD7","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"COPE","TCGA-BRCA",3,3,1,1,0,0,0,1,0,0,0,1.38629436111989
"COPS6","TCGA-BRCA",3,3,1,0,1,1,0,0,0,0,0,1.38629436111989
"COQ3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"COX15","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"COX20","TCGA-BRCA",3,3,2,0,0,0,1,0,0,0,0,1.38629436111989
"CPA2","TCGA-BRCA",3,3,1,0,2,0,0,0,0,0,0,1.38629436111989
"CPA4","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CPA6","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CPB2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CPNE7","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"CPPED1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CPSF2","TCGA-BRCA",3,3,2,0,0,0,0,1,0,0,0,1.38629436111989
"CPSF3L","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CPSF7","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CPT1B","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CPXCR1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CRELD1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CRELD2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CRHR1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CRLF3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CRP","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CRTC3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CRY2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CRYGD","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CSAG1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CSH1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CSHL1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CSNK2A3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CSPG5","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CST1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CSTF2","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"CT62","TCGA-BRCA",1,2,0,1,0,0,0,0,0,0,0,1.38629436111989
"CTD-3193O13.9","TCGA-BRCA",1,2,1,0,0,0,0,0,0,0,0,1.38629436111989
"CTDSP2","TCGA-BRCA",1,2,1,0,0,0,0,0,0,0,0,1.38629436111989
"CTDSPL","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CTLA4","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CTPS1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CTRC","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CTSB","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CTSO","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CUTC","TCGA-BRCA",1,2,0,1,0,0,0,0,0,0,0,1.38629436111989
"CUZD1","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CXADR","TCGA-BRCA",3,3,1,1,0,1,0,0,0,0,0,1.38629436111989
"CXCL6","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"CXorf56","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CYHR1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CYLC2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CYP20A1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CYP27A1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CYP2F1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CYP2W1","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CYP3A5","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"CYP4V2","TCGA-BRCA",3,3,1,0,1,1,0,0,0,0,0,1.38629436111989
"CYP4Z1","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"CYR61","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CYSLTR2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"CYTH1","TCGA-BRCA",3,3,0,1,1,0,1,0,0,0,0,1.38629436111989
"DAGLA","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"DAGLB","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"DARC","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DBR1","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"DCAF12","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DCLK3","TCGA-BRCA",3,3,1,2,0,0,0,0,0,0,0,1.38629436111989
"DCTN2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DDB2","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"DDC","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"DDX39A","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"DDX47","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"DDX51","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"DDX59","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"DEFB112","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"DEFB113","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DEK","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DENND1C","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"DEPTOR","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"DGAT1","TCGA-BRCA",3,3,2,0,0,0,1,0,0,0,0,1.38629436111989
"DGAT2","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"DGAT2L6","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DGKA","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DHCR7","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DHFRL1","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"DHRS9","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"DHX16","TCGA-BRCA",3,3,1,1,1,0,0,0,0,0,0,1.38629436111989
"DHX34","TCGA-BRCA",3,3,1,1,1,0,0,0,0,0,0,1.38629436111989
"DHX58","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DIRAS2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DKK3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DKKL1","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"DLGAP3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DLL4","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DMAP1","TCGA-BRCA",3,3,1,1,0,1,0,0,0,0,0,1.38629436111989
"DMPK","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DNAAF1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DNAJA1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DNAJB1","TCGA-BRCA",3,3,2,0,0,0,1,0,0,0,0,1.38629436111989
"DNAJB12","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DNAJB4","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DNAJB6","TCGA-BRCA",3,3,1,0,1,1,0,0,0,0,0,1.38629436111989
"DNAJB9","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DNAJC1","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"DNAL1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DNASE2","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"DNASE2B","TCGA-BRCA",3,3,1,1,1,0,0,0,0,0,0,1.38629436111989
"DNER","TCGA-BRCA",3,3,2,0,0,0,0,1,0,0,0,1.38629436111989
"DNM1L","TCGA-BRCA",3,3,1,1,1,0,0,0,0,0,0,1.38629436111989
"DNPEP","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DOK1","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"DOK3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DOLPP1","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"DPF2","TCGA-BRCA",3,3,1,1,0,1,0,0,0,0,0,1.38629436111989
"DPH2","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"DPM1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DPPA2","TCGA-BRCA",3,3,2,0,0,0,0,0,1,0,0,1.38629436111989
"DPPA3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DPYD","TCGA-BRCA",3,3,1,1,1,0,0,0,0,0,0,1.38629436111989
"DRC1","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"DRD2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DRGX","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DSCR3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DTL","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DTX3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DUOXA2","TCGA-BRCA",3,3,1,2,0,0,0,0,0,0,0,1.38629436111989
"DUS2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DUSP18","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"DUSP22","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DUSP26","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DVL1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DVL2","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"DVL3","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DYNC1I2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"DYNC1LI2","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"DZIP1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"EAPP","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"EARS2","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"EBF4","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"EBLN2","TCGA-BRCA",1,2,1,0,0,0,0,0,0,0,0,1.38629436111989
"ECHDC2","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"ECI1","TCGA-BRCA",3,3,2,0,0,1,0,0,0,0,0,1.38629436111989
"EDA","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"EDC3","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"EDEM1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"EDIL3","TCGA-BRCA",3,3,2,1,0,0,0,0,0,0,0,1.38629436111989
"EDNRB","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
"EEF1G","TCGA-BRCA",3,3,2,0,1,0,0,0,0,0,0,1.38629436111989
"EFCAB2","TCGA-BRCA",3,3,1,2,0,0,0,0,0,0,0,1.38629436111989
"EFCC1","TCGA-BRCA",3,3,3,0,0,0,0,0,0,0,0,1.38629436111989
